Achievements/AC01_DESC: 击败默哀守望者
Prayer/PR01_LORE: 眸子双明星@相邀少歇停@@天间夸婉娩@尘世逞娉婷@@何处鸣钟振@阿谁悲涕零@@劝君莫堕泪@使我前途冥
Prayer/PR03_CAPTION: 神光天降
Prayer/PR03_DESCRIPTION: 从天上召唤一道神光照射在忏悔者的位置，对附近的敌人造成猛烈的伤害
Prayer/PR03_LORE: 炽光耀眼@明火灼心@@蜡鸽来翔@熔羽成霖@@奉目献体@披火为衾@余恨至今
Prayer/PR04_CAPTION: 苦痛之箭
Prayer/PR04_DESCRIPTION: 真正的忏悔只有通过肉体的痛苦才能表现出来，追求圣德才是彻底的超脱。这种痛苦绝望的圣歌通篇满是笃定之情，咏唱者对敌人造成伤害时，也将回复生命
Prayer/PR04_LORE: 苦痛尽至@以身代君@@热血皆涸@奉君至勤@@恸哭悲戚@不使君闻
Prayer/PR05_CAPTION: 礼颂奥耀拉之子
Prayer/PR05_DESCRIPTION: 远古时期赞美月神的圣歌，用以祈求她的后代显灵。可以召唤一群小天使围绕在忏悔者身边，攻击附近的敌人
Prayer/PR05_LORE: 屈膝俯首@敬闻君命@天罚将至@万军偕行@愿君赦证@@屈膝俯首@敬候君令@天罚将至@万军偕行@愿君赦证
Prayer/PR07_CAPTION: 洛奇亚娜
Prayer/PR07_DESCRIPTION: 这一祷文会从奇迹的本质中召唤出一连串炽热的闪电，穿透任何胆敢站在孽刃面前的敌人
Prayer/PR07_LORE: 于土为石@在木为苗@合力齐心@呼号长啸@@苦痛奇迹@焰中为桥
Prayer/PR08_CAPTION: 庇护所舞曲
Prayer/PR08_DESCRIPTION: 这支曲子可以给圣所的墙壁赐福，能够召唤出虚幻盾墙，可以对进犯的敌人造成伤害，也能摧毁一些打进来的投射物
Prayer/PR08_LORE: 摧心天罚@可以为慰@@前无可谅@后不得追@@故吟此歌@聊表心悲
Prayer/PR09_CAPTION: 祈姊篇
Prayer/PR09_DESCRIPTION: 用干沙颤抖的声音向风暴祈求。从云中召唤强光，直刺下来，杀伤周围敌人
Prayer/PR09_LORE: 「烈风吾姊，莫离我身@永怀在胸，常存在心@@烈风吾姊，速止我血@永怀在胸，涌涌不绝@@烈风吾姊，莫收我声@永怀在胸，常在歌鸣」
Prayer/PR101_CAPTION: 无名守卫歌
Prayer/PR101_DESCRIPTION: 一首赞颂落日的歌谣，由四位意志之魂所歌唱，用金线所纹绣。阿马内奇达因之而痛苦，它可以制造一个鬼魂陪伴忏悔者一段时间，并听从忏悔者的指令。@罗拉德斯将自己的怒火化作四位猛士相伴左右，数百年间，他们一直在为她抵御外人的攻击。
Prayer/PR101_LORE: 旦升夜息@不晦不寒@@夜中有日@灯明雾残@@唤声高起@雅歌绕栏@@消乎吾罪@群星阑干@@知此新晓@双翼婵娟
Prayer/PR10_CAPTION: 绝罚调
Prayer/PR10_DESCRIPTION: 祷文会点燃浑身的热血信仰，片刻之后，忏悔者将不再快速攻击，取而代之的是强力一击，力斩群敌
Prayer/PR10_LORE: 免我誓言@圣父开恩@@莫逞奇迹@摄我精魂@空余一身@@唯惧是存@宁罚吾身
Prayer/PR11_CAPTION: 棘发曲
Prayer/PR11_DESCRIPTION: 召唤荆棘夫人的援助，她将在一小段时间内帮助忏悔者抵御所有邪灵
Prayer/PR11_LORE: 稽首礼棘发@置身山寺中@莫悲世间苦@莫哀岁命凶@奇迹偕君降@@青丝作荆丛@惜君霜白颈@今染赤血红@愿吟棘发曲@不见棘发踪
Prayer/PR12_CAPTION: 三姐妹深歌
Prayer/PR12_DESCRIPTION: 人类终究无法高鸣此曲。这篇祷文有隆隆旋铁之声，世人难以吟唱。其巨大声响可以摧骨断筋，对周围的敌人造成极大的杀伤
Prayer/PR12_LORE: 逍遥三女，齐祷如一@逍遥三女，请愿如一@逍遥三女，同生如一@@自由无拘，圣洁神祇@昔则为三，今则为一
Prayer/PR14_CAPTION: 遗村歌
Prayer/PR14_DESCRIPTION: 被遗忘的村庄中，每逢佳节之际，便会响起此歌。其强大的力量会穿过地面、墙壁和屋顶，击伤忏悔者的敌人。@@曾经，吟唱之前总会有人吹响华美的螺号，而如今空留一片沉寂
Prayer/PR14_LORE: 阴晴风雨@神福永驻@@或驱或眠@神福永全@@或晦或明@神福永宁
Prayer/PR15_CAPTION: 赤雾歌谣
Prayer/PR15_DESCRIPTION: 向血红迷雾祈祷的祷文，通篇皆是诚挚的信仰。神圣的血液从忏悔者的皮肤上蒸腾而出，触碰之人都会受到伤害
Prayer/PR15_LORE: 凭君吐息@@沸血贯体@@@@红则真珠@@玄则乌酒@@@@肌肤尽濯@@筋骨皆洗
Prayer/PR16_CAPTION: 华冠曲
Prayer/PR16_DESCRIPTION: 歌颂阳光的赞诗，即便最黑暗的角落也难逃阳光的照耀。该诗所赐之福可以提升孽刃所获得的眼泪。@@许多人渴求奇迹所留下的这份宝物，但是贪婪蒙蔽了他们的眼睛，看不透究竟是什么在起作用。
Prayer/PR16_LORE: 「不得挽君手@恐惊风林眠@不得传君语@秋虫夜歌延@不得见君颜@黄沙日下烟@不得长相忘@与君永相连」@@忆马里安诺·索勒
Prayer/PR201_CAPTION: 蓝薇咏
Prayer/PR201_DESCRIPTION: 一种无字祷文，当你手持异域蓝晶时，会发出共鸣。这是友谊的誓言，可以带人穿越疆界，也可以唤醒米莉恩，从镜中用她的利刃“永蓝”攻击或迷惑忏悔者的敌人。
Prayer/PR201_LORE: 百花为衣@蓝影如裳@@镜中伊人@披其紫装@@闻我呼号@归我身旁@@吾目可见@魔夜未央
Prayer/PR202_CAPTION: 归港曲
Prayer/PR202_DESCRIPTION: 一首用来欢迎回归水手的节日歌曲，这些水手丧命冷水之中，这首歌可以将他们召唤回岸上。祷颂这首歌可以将你传送回你上一次祈祷时的祷告台
Prayer/PR202_LORE: 蓝光女神啊@驱散我四周的阴影吧@我的镜中光明殆尽@请驱散其中的黑暗吧@@女神带给我们温暖@太阳就是你的明灯@女神降恩于苦海@驱散寒冷，消融坚冰
Prayer/PR203_CAPTION: 天堡颂
Prayer/PR203_DESCRIPTION: 这一祷文滥用了神迹的慷慨，念诵者周身的空气都会得到圣化。它可以生成圣电屏障，任何想要穿过它的敌人都会受到伤害。
Prayer/PR203_LORE: 纵使天罚@其何惧哉@探求禁忌@其何惧哉@过度索取@其何惧哉@穷目圣林@其何惧哉@皆神意矣
QuestItem/QI01_CAPTION: 真葬束绳
QuestItem/QI01_DESCRIPTION: 一块挂着破损铜牌的绳子，铜牌上有真葬修会的标记
QuestItem/QI01_LORE: 「无论你是谁，且听我布道，你要放弃自己的意志，恪守命令，这才是谦逊的第一要义。」@@「只有意志坚定之人才能渡过大梦境」@@我们祖师的训诫将会成为我们的圣则，我们神圣的目的就是追忆与埋葬，这将会使我们彻底献身于此等伟业，天亮之时，我们的思维从此开始；入睡之际，我们的思维以此为终
QuestItem/QI02_CAPTION: 第一避难所印记
QuestItem/QI02_DESCRIPTION: 象征庇护的标记，可以使携带者免于痛苦。他们女神的身上出现了伤痕，她曾许诺会替自己所照顾的人受苦受难
QuestItem/QI02_LORE: 索珂萝童年时代的村庄所在的路上，身负罪责的教会囚犯常会从这里路过。她从窗户里看到，囚犯们排成一队在爬山，当他们爬到山顶时，他们就会接受刑罚，直到死去为止
QuestItem/QI03_CAPTION: 第二避难所印记
QuestItem/QI03_DESCRIPTION: 象征庇护的标记，可以使携带者免于伤害。永痛仕女将自己锁在大教堂中，相比于痛苦对她精神的封锁，教堂的院墙简直不值一提
QuestItem/QI03_LORE: 索珂萝每时每刻都在听着这些受罚之人的惨叫声，她开始同情这些人，开始天天为这些受罚之人祈祷。她十分迫切地想要祈求他们能够免受苦难，于是她斗胆请求奇迹把他们所遭受的皮肉之苦全部转移到自己身上
QuestItem/QI04_CAPTION: 第三避难所印记
QuestItem/QI04_DESCRIPTION: 象征庇护的标记，可以使携带者免于苦难。痛楚女神被红布包裹着，象征着她与自己照顾的人的血肉联系
QuestItem/QI04_LORE: 受罚之人遭受的鞭挞、刀割和击打的伤痕开始出现在索珂萝的身上，而她仍在为他们祈祷，虽然痛苦加身，但是却能使得受罚之人免于痛苦。她的身体满是伤痕，已经开始变形，浑身都流满鲜血，但她却没有因此丧命。她的惨叫声震耳欲聋，这一奇事不久便在这片土地上传布开来
QuestItem/QI06_CAPTION: 特图狄拉的遗骸
QuestItem/QI06_DESCRIPTION: 信徒特图狄拉惨遭杀害之后，她的遗骸被单独取出，这样一来便可以为她安排圣葬
QuestItem/QI06_LORE: 「特图狄拉是何许人也？她跟你我一样，也是出生在阿尔贝罗的这个小村之中。在她十五岁的时候，发生了一件奇异的事情。她的父母发现她的头发开始扭曲，变成了纤细的荆棘。他们以为这是奇迹降下的惩罚，于是把她送往遥远的修女院去当新徒，这所修女院可是远近闻名的苦修圣所，这样人们就不会发现这一奇事，从而把她判作是异端」
QuestItem/QI07_CAPTION: 特图狄拉的遗发
QuestItem/QI07_DESCRIPTION: 特图狄拉惨遭杀害之后，她的遗骸被单独取出，这样一来便可以为她安排圣葬
QuestItem/QI07_LORE: 「特图狄拉在那所修女院中度过了数年时光，随着她渐渐长大，她的头发也越来越难掩盖：荆棘不断地缠绕生长，扎得她满身伤痕，鲜血也染红了她的白衣。其他修女发现之后，一开始非常恐慌，后来认为她一定是被诅咒了的异教徒，果不其然，她父母最担心的事情还是发生了」
QuestItem/QI08_CAPTION: 特图狄拉的遗骨
QuestItem/QI08_DESCRIPTION: 特图狄拉惨遭杀害之后，她的遗骸被单独取出，这样一来便可以为她安排圣葬
QuestItem/QI08_LORE: 「修女们密谋着想要处死她，甚至都不打算审讯或上报教会，以防奇迹的裁判官们大动肝火。因此她们给她定罪之后并未给她按修女姐妹的规格安葬，而是将她的遗骸草草葬于附近，因为大家都知道，如果墓葬里的遗体不完整的话，死者的灵魂就不会抵达大梦境的彼岸」
QuestItem/QI101_CAPTION: 水银
QuestItem/QI101_DESCRIPTION: 一个被奇迹触碰过的银液之球。异国他乡的炼金师将其带至古斯托迪亚，那时交通开放，土路泥道上可谓络绎不绝。只要时机得当，它就可以重获自身蕴藏的治疗之力，说来可叹，炼金术的奥义早在许久之前就已经失传了。
QuestItem/QI101_LORE: 此物从地上洞孔或石板之间冒出。此物用作装饰，流动飞快，若是没有了它，神圣饰品的神圣性就会大打折扣。此物聚散无常，四处流动，没有了它，人像就会黯然失色，艺术品会因此而黯淡无光。此物滴漏难捉，却可以保持纯洁。孩子，拾取它们还是弃之不顾，就看你的选择了，但是要注意，最关键的还是你要用它们做什么。
QuestItem/QI102_CAPTION: 水银
QuestItem/QI102_DESCRIPTION: 一个被奇迹触碰过的银液之球。异国他乡的炼金师将其带至古斯托迪亚，那时交通开放，土路泥道上可谓络绎不绝。只要时机得当，它就可以重获自身蕴藏的治疗之力，说来可叹，炼金术的奥义早在许久之前就已经失传了。
QuestItem/QI102_LORE: 此物从地上洞孔或石板之间冒出。此物用作装饰，流动飞快，若是没有了它，神圣饰品的神圣性就会大打折扣。此物聚散无常，四处流动，没有了它，人像就会黯然失色，艺术品会因此而黯淡无光。此物滴漏难捉，却可以保持纯洁。孩子，拾取它们还是弃之不顾，就看你的选择了，但是要注意，最关键的还是你要用它们做什么。
QuestItem/QI103_CAPTION: 水银
QuestItem/QI103_DESCRIPTION: 一个被奇迹触碰过的银液之球。异国他乡的炼金师将其带至古斯托迪亚，那时交通开放，土路泥道上可谓络绎不绝。只要时机得当，它就可以重获自身蕴藏的治疗之力，说来可叹，炼金术的奥义早在许久之前就已经失传了。
QuestItem/QI103_LORE: 此物从地上洞孔或石板之间冒出。此物用作装饰，流动飞快，若是没有了它，神圣饰品的神圣性就会大打折扣。此物聚散无常，四处流动，没有了它，人像就会黯然失色，艺术品会因此而黯淡无光。此物滴漏难捉，却可以保持纯洁。孩子，拾取它们还是弃之不顾，就看你的选择了，但是要注意，最关键的还是你要用它们做什么。
QuestItem/QI104_CAPTION: 水银
QuestItem/QI104_DESCRIPTION: 一个被奇迹触碰过的银液之球。异国他乡的炼金师将其带至古斯托迪亚，那时交通开放，土路泥道上可谓络绎不绝。只要时机得当，它就可以重获自身蕴藏的治疗之力，说来可叹，炼金术的奥义早在许久之前就已经失传了。
QuestItem/QI104_LORE: 此物从地上洞孔或石板之间冒出。此物用作装饰，流动飞快，若是没有了它，神圣饰品的神圣性就会大打折扣。此物聚散无常，四处流动，没有了它，人像就会黯然失色，艺术品会因此而黯淡无光。此物滴漏难捉，却可以保持纯洁。孩子，拾取它们还是弃之不顾，就看你的选择了，但是要注意，最关键的还是你要用它们做什么。
QuestItem/QI105_CAPTION: 水银
QuestItem/QI105_DESCRIPTION: 一个被奇迹触碰过的银液之球。异国他乡的炼金师将其带至古斯托迪亚，那时交通开放，土路泥道上可谓络绎不绝。只要时机得当，它就可以重获自身蕴藏的治疗之力，说来可叹，炼金术的奥义早在许久之前就已经失传了。
QuestItem/QI105_LORE: 此物从地上洞孔或石板之间冒出。此物用作装饰，流动飞快，若是没有了它，神圣饰品的神圣性就会大打折扣。此物聚散无常，四处流动，没有了它，人像就会黯然失色，艺术品会因此而黯淡无光。此物滴漏难捉，却可以保持纯洁。孩子，拾取它们还是弃之不顾，就看你的选择了，但是要注意，最关键的还是你要用它们做什么。
QuestItem/QI106_CAPTION: 石化钟铃
QuestItem/QI106_DESCRIPTION: 虽然苦修没能完成，但这块石头上却生出了奇异的花株。没有人看它的时候，它的花茎会弯向圣途森林。@石瓣即象征着悲恸奇迹，警示着世人，定会有沉睡之物苏醒过来。
QuestItem/QI106_LORE: 「你为什么要选择我？为何我会感觉到你在我的肉体中，在我的肌肤内，在我的血液里？若是惩罚，请至少跟我稍讲一下，如此我才能明白你为什么会让我不醒不眠。愿我的躯体能因你而摧残，愿我的双臂能将你束缚，愿你呼唤我的名字时我的眼睛能够睁开。将我关在石头中吧，让这石头成为替我打开牢笼的钥匙。」
QuestItem/QI107_CAPTION: 金绣诗
QuestItem/QI107_DESCRIPTION: 诗章的残段，用金线绣在蓝绸上面。世上已知的诗歌中并无此诗。@金线似乎充满生命力，在绸子上蛇形如飞，而它们绣成的诗句，同样充满灵性。
QuestItem/QI107_LORE: 旦升夜息@不晦不寒
QuestItem/QI108_CAPTION: 金绣诗
QuestItem/QI108_DESCRIPTION: 诗章的残段，用金线绣在蓝绸上面。世上已知的诗歌中并无此诗。@金线似乎充满生命力，在绸子上蛇形如飞，而它们绣成的诗句，同样充满灵性。
QuestItem/QI108_LORE: 旭日之辉@洞炬雾霭
QuestItem/QI109_CAPTION: 金绣诗
QuestItem/QI109_DESCRIPTION: 诗章的残段，用金线绣在蓝绸上面。世上已知的诗歌中并无此诗。@金线似乎充满生命力，在绸子上蛇形如飞，而它们绣成的诗句，同样充满灵性。
QuestItem/QI109_LORE: 唤声高起@雅歌绕栏
QuestItem/QI10_CAPTION: 熔金硬币
QuestItem/QI10_DESCRIPTION: 三枚金币熔在了一起，虽然算不上规整，但仍光泽闪闪
QuestItem/QI10_LORE: 第三：「我当时在场，我看到了那个…东西。姐妹们的头发不断生长纠缠、咔咔作响，将她们完全包裹了起来，就像一枚蛋一样，一枚头发包成的毛蛋」 
QuestItem/QI110_CAPTION: 金绣诗
QuestItem/QI110_DESCRIPTION: 诗章的残段，用金线绣在蓝绸上面。世上已知的诗歌中并无此诗。@金线似乎充满生命力，在绸子上蛇形如飞，而它们绣成的诗句，同样充满灵性。
QuestItem/QI110_LORE: 消乎吾罪@群星阑干
QuestItem/QI11_CAPTION: 撕裂的婚礼素带
QuestItem/QI11_DESCRIPTION: 这条轻柔的白色丝带是在婚礼上使用的，现在已被撕裂，上面的绣饰也被损毁。这是未完成的婚礼上的三件遗物之一，破碎的誓言造成的伤痛如今也是难以平复
QuestItem/QI11_LORE: 第一：「没错，兄弟，自从那天三姐妹相互拥抱祈祷，祈求奇迹能帮她们免于婚礼以来，我已经好久没主持婚礼了」 
QuestItem/QI12_CAPTION: 丧灵黑纱
QuestItem/QI12_DESCRIPTION: 虽然已经过去多年，但这块黑纱仍然然丝滑如初。这是未完成的婚礼上的三件遗物之一，破碎的誓言造成的伤痛如今也是难以平复
QuestItem/QI12_LORE: 第二：「她们在祷文里说了什么谁也不知道，大家也想不通她们为何要拒绝婚礼。奇迹痛下决心，帮助她们完成了心愿，这算不算帮助就由你定夺了」
QuestItem/QI13_CAPTION: 畸形卵
QuestItem/QI13_DESCRIPTION: 奇形怪状的憎恶之卵，在祈祷者眼中，它长满毛发的外壳之中蕴藏着深不可测的奥秘。誓言破碎，阿塔吉拉卡斯因之而生，而苦难又将伤悲注入她的肉体当中
QuestItem/QI13_LORE: 我们将把声音注入卵中，我们的舌头会不断地缠绕生长，总有一天会助我们逃脱。这可是我们从未拥有过的自由之结。我们的头发会隔绝温度，直到余烬的热量使其孵化开来
QuestItem/QI14_CAPTION: 孵化的畸形卵
QuestItem/QI14_DESCRIPTION: 奇形怪状的憎恶之卵，在祈祷者眼中，它长满毛发的外壳之中蕴藏着深不可测的奥秘。誓言破碎，阿塔吉拉卡斯因之而生，而苦难又将伤悲注入她的肉体当中
QuestItem/QI14_LORE: 我们将把声音注入卵中，我们的舌头会不断地缠绕生长，总有一天会助我们逃脱。这可是我们从未拥有过的自由之结。我们的头发会隔绝温度，直到余烬的热量使其孵化开来
QuestItem/QI19_CAPTION: 迷迭香束
QuestItem/QI19_DESCRIPTION: 一束香草，不久之前在圣途森林遍地都是。如今这种香草十分稀缺，变得弥足珍贵，对于那些看到它们医药效果的人来说，这种植物尤为珍贵
QuestItem/QI19_LORE: 蒂尔索忏悔录·第五@@「圣会的成员又惊又俱地看着，除了我们姐妹中的一员，她在我身边跪下，亲吻了一个被感染的年轻人溃烂的伤口，丝毫不怕被感染，之后，伤口便愈合了。于是众兄弟跪倒在地，泪流满面，齐声祈祷」
